Compound_ID,MW,LogP,HBD,HBA,Predicted_dG,Lipinski_Violations,Drug_Like,Binding_Category
VL_0890,510.8703580582908,2.9783215936825815,3,6,-9.765725888888891,1,True,Strong
VL_0312,509.877685198719,4.226649448800431,4,2,-9.736047285714285,1,True,Strong
VL_0226,508.8950596967366,2.805268950399861,1,4,-9.61015651082251,1,True,Strong
VL_0774,497.255444962673,3.291911182855864,2,4,-9.609144388888888,0,True,Strong
VL_0068,500.35328978920245,4.741240181067779,1,1,-9.60235707431457,1,True,Strong
VL_0716,510.33018820165216,2.8642000765437587,2,3,-9.599416722222221,1,True,Strong
VL_0203,508.3051243175277,3.183446254548426,0,5,-9.59819701082251,1,True,Strong
VL_0254,503.2465260551147,3.5610848547713583,0,8,-9.56744659018759,1,True,Strong
VL_0452,495.51423205012384,5.553322416952857,3,5,-9.559614619047617,1,True,Strong
VL_0894,516.9295590445672,2.8355852941112536,2,8,-9.550043023809526,1,True,Strong
VL_0479,707.8880808455237,1.6687617332968498,3,5,-9.480991666666657,1,True,Strong
VL_0092,496.8644990532889,2.9441666452352377,0,5,-9.47530101082251,0,True,Strong
VL_0671,524.6085192497629,2.6416018512454587,2,2,-9.472900888888883,1,True,Strong
VL_0839,498.43223984765837,2.950155014033309,2,2,-9.45948038888889,0,True,Strong
VL_0870,601.020453876635,2.3837785680681227,2,2,-9.44795666666666,1,True,Strong
VL_0335,497.5119733417751,3.2230011858031675,0,5,-9.445991510822509,0,True,Strong
VL_0285,613.3033374656267,1.8210158092380757,0,5,-9.445461666666656,1,True,Strong
VL_0221,631.4658566673509,1.2186023714557308,1,5,-9.445461666666656,1,True,Strong
VL_0562,607.5400798645439,1.879182481278265,2,4,-9.427421666666657,1,True,Strong
VL_0426,536.8631557532349,0.05046511593599723,2,5,-9.426623499999993,1,True,Strong
VL_0180,672.0169166589619,1.3446160241763436,2,6,-9.419776666666657,1,True,Strong
VL_0429,505.84244868495875,2.668119564621342,3,7,-9.419172357142855,1,True,Strong
VL_0253,612.2156197012633,0.009396536142816991,1,4,-9.413491666666657,1,True,Strong
VL_0235,614.3944089325325,1.7944881480454038,1,4,-9.413491666666657,1,True,Strong
VL_0710,569.6456368290038,1.5382060429940378,2,5,-9.39533999999999,1,True,Strong
VL_0119,514.2822814515021,3.301648570072451,1,8,-9.384344238095238,1,True,Strong
VL_0352,547.5356216949552,0.29702934362997047,3,4,-9.377236666666658,1,True,Strong
VL_0395,517.9440120721287,2.452017673031837,1,2,-9.3711789047619,1,True,Strong
VL_0765,514.9273326285676,2.630906267805077,1,6,-9.360738071428566,1,True,Strong
VL_0606,587.6795812558066,1.5700070876119314,1,5,-9.356799999999987,1,True,Strong
VL_0864,579.5877673095522,0.37720204014272873,3,6,-9.351331666666658,1,True,Strong
VL_0815,503.18445394686347,2.5972040281412516,1,5,-9.345125344155838,1,True,Strong
VL_0668,550.3992988582688,2.242837618157674,0,5,-9.33754999999999,1,True,Strong
VL_0004,552.3029856408025,2.029594833441639,3,7,-9.320584523809517,1,True,Strong
VL_0502,590.9416640470131,2.1732214255072,2,6,-9.319841666666656,1,True,Strong
VL_0604,535.5637858804951,1.8012119900246195,0,6,-9.317255499999993,1,True,Strong
VL_0837,555.0500492814077,1.2844106890190075,0,7,-9.315224999999991,1,True,Strong
VL_0489,568.7141635072564,0.711515528144858,0,6,-9.312604999999989,1,True,Strong
VL_0544,544.15686206579,2.314355615120592,1,3,-9.299539999999993,1,True,Strong
VL_0066,535.6240028570824,1.3204951580607842,3,3,-9.28976016666666,1,True,Strong
VL_0475,564.4967713501284,1.82265253037664,2,3,-9.26627999999999,1,True,Strong
VL_0373,545.1143607795042,0.9421482856029657,0,3,-9.26412999999999,1,True,Strong
VL_0379,618.9802933217672,2.091576690394704,1,2,-9.259711666666657,1,True,Strong
VL_0827,557.9572145730713,1.364401383835731,5,5,-9.256816666666657,1,True,Strong
VL_0572,567.6437312275283,1.118565865246126,2,3,-9.253639999999988,1,True,Strong
VL_0954,544.3764604073259,2.01935049202677,2,3,-9.242159999999991,1,True,Strong
VL_0398,535.3872374165413,1.5425789422340226,4,2,-9.235835166666657,1,True,Strong
VL_0074,556.4643655814007,1.0755116637171456,2,2,-9.226609999999992,1,True,Strong
VL_0699,492.4027019206901,3.7708617744883726,3,6,-9.225077388888888,0,True,Strong
VL_0632,552.9550319460614,1.7304650175136898,0,2,-9.217209999999989,1,True,Strong
VL_0032,585.2278184508938,0.49712388918361583,5,4,-9.185736666666655,1,True,Strong
VL_0880,518.8393273448085,1.7911949002557168,3,6,-9.148294222222214,1,True,Strong
VL_0165,496.33761292443216,4.533855648014461,3,9,-9.141724936202683,0,True,Strong
VL_0157,586.5774511144757,1.9677744822334144,2,8,-9.139899857142847,1,True,Strong
VL_0848,645.5300139910894,1.7007377276782487,2,9,-9.134822666666658,1,True,Strong
VL_0126,619.0455625809979,1.280481910471968,1,9,-9.133037666666658,1,True,Strong
VL_0820,506.54803750653514,1.519230709273224,3,5,-9.128461722222214,1,True,Strong
VL_0809,525.5756125573521,0.6282139469517998,4,7,-9.116859190476182,1,True,Strong
VL_0273,516.316375215496,1.3615308529911316,3,6,-9.102401222222214,1,True,Strong
VL_0893,506.6674689589154,2.345421164210147,2,6,-9.071925055555548,1,True,Strong
VL_0060,497.5545127122359,2.444078501870841,1,7,-9.06321972510822,0,True,Strong
VL_0884,504.4160877069072,2.1113036112706585,2,4,-9.055562555555547,1,True,Strong
VL_0424,497.1570950954355,1.7411854989914906,3,5,-9.052788722222214,0,True,Strong
VL_0252,491.7861947054776,4.250293442413387,3,4,-9.029844047619044,0,True,Strong
VL_0679,493.5678393147461,4.49746634722194,3,4,-9.029844047619044,0,True,Strong
VL_0801,493.8283805975998,5.851786028629511,4,5,-9.022004738095232,1,True,Strong
VL_0624,534.5420046154977,1.997783871691509,2,9,-9.01823263492063,1,True,Strong
VL_0400,523.7816311973462,2.014658581542906,0,4,-9.016373904761895,1,True,Strong
VL_0389,495.042383818605,3.04800622359865,4,7,-9.014981142857144,0,True,Strong
VL_0213,495.40017634932025,1.9223891016462038,2,5,-9.00611205555555,0,True,Strong
